,body,label
930,"It's a average product but i must say, value for money.",0
931,After 2 years of use i found that the phone has given good performance. It's compatible with all devices.,1
932,Worst phone ever by Xiaomi. The phone looks good on the outside only. That's it. My Redmi Note4 works better than this. Absolutely bummed by the cost cutting that Xiaomi has implemented which also led to a huge fall in quality of the phones,0
933,Dont go i am your wellwisher by seen price you will be cheat by mi worest mobile,0
934,"This is the worst mobile I have ever purchased. Yes, it's low cost mobile .Camera seems to be fine.But software is too bad and useless.Don't purchase it.I have been using note 4 for a long a long time and I am quite satisfied with Note 4.",0
935,Phone display is good. Battery is also big. Phone is only for simple use only. Phone start to lack after little bit heavy use. Phone response is also start to lack after connecting to internet or wifi.,0
936,"Overall low quality phone hang,camera not good",0
937,"Got it for an employee. He loves it, I love the price, win win situation for both.",1
938,When I get product its faulty. Amazon verified its fault my sending technician after 3 days then they send me new replacement product after a week. I request amazon to make faster replacement process.,0
939,"Nice,  sturdy, good looking & simple to use. Screen size a bit largeRest everything is ok.",1
940,"Good phone under this budget , good for parents and those who do not use heavily",1
941,The phone doesn't have a finger print sensor but provides all other essential features,0
942,Not include finger print. Only pattern and password lock attached,0
943,"Good mobile, better for average user. Camera is ok n one limitation is There is no finger print! .battery life n sound also good.",1
944,Life ka sabse bekar phone hai..kuch paise bachane chakkar me ye phone mat lena..mere 2 mahine me hi..sirf hang hota hia.. processor bahut slow hai..camera v clear nahi h..Please don't buy it,0
945,Best smartphone in this budget...,1
946,Camera quality is goodValue for moneyGreat colour!,0
947,"Processor is slow...new phone is lagging. Phone is cheap but one has to compromise with the worst processor, long charging time, huge screen, thickness, below avg camera....think twice before purchasing to avoid later regret",0
948,"First of all,its system can't handle more than one background process,second thing is that its screen doesnt work at all and have a lot of issues in multitasking so I prefer you don't buy this phone",1
949,The product is a value for money.. it does not have fingers print reader but has face recognition.. battery life is as expected.. camera quality is good as expected for this price..,0
950,"Big screen and amazing camera within this price, buy for the old age people in our family👪",0
951,Don't buy average,0
952,"First things first, the phone is very good at this price range....but if you want to buy this phone dont buy from amazon they are worst.A week before i orderd this phone with nature green colour....But i received the blue colour phone... Wtf",0
953,This smartphone is Really not good using that for last 1 year . Due to its Screen size its laging issue and battery issue is faced !Worst phone As compare to Price point!,-1
954,No finger print reader . Disappointed,-1
955,"Arrived in good condition, packing was also perfect. Battery capacity is 5000mah can b used for 24 hr after full charge.Camera quality is average but under this price range it's ok.",1
956,Can't records calls.,0
957,"Good product, be it color or look it won't disappoint.",1
958,"Wash off money Display Hanging problem so many times and Camera very worst, Processor waste.Please Don't buy redmi 9A.Your Budget is Below 7000 means Consider Realme c11",0
959,Realy amazing,1
960,Phone is good. But it is made in China. Worst camera ever...both front & back... & Screen resolution is not good.,0
961,"As per discussed, your delivery boy came for replacement of my mobile which complain made earlier. Youe delivery boy misbehaved with me with so much argument and he did not collect defective mobile set and as well he not delivered replacement mobile.",0
962,"The media could not be loaded.
                



 Very bad camera quality and slow process",-1
963,If you are looking a phone around 6k to 7.5 kYou choose this one Nd rememberYou don't waste your money 😉😉,0
964,Not god performanceHeated up eventho use only 30minHotspot not connectIt's take some time to open any appNote: please change my mobileI need to go other brandPlease help me,0
965,Best mobile in range and suppereb camera quility.,1
966,This phone is correct for basic use,0
967,Everything is working as expected,0
968,Used more than 6-8 months and it's performance is going on decreasing day by day. It gets heated when we increase it's brightness. Very light experience and gets frequently hang while doing online classes.,1
969,Very bad product is not working 😔 but it has not working for your call or any problem 😞😞 is not a good afternoon I am,-1
970,Product is awesome no damages nothing mobile working in great condition... reviewing this after using it 15 days ..thank you Amazon.,1
971,"This phone is slow, I mean it takes ages for apps to appear after I press home button. Thanks to God I bought it for my mother and not myself. She is in no hurry but battery life is good.",0
972,"Everything is great, portrait mode in camera is Nice, slomo video is also there. Big screen for good movie viewing experience.",1
973,I bought this product on 6 feb. Only after 15 days I am facing voice problem during call.Very much dissatisfied with the product.Company should check their product quality.,0
974,serves its purpose so 5 star,0
975,Battery is good. But camera quality is very poor. Finger print sencer is good,1
976,Picture are not even clear as per the price i am not expecting very good picture buts its worst qualityComplete waste of money,0
977,Best phone in budget rate (under 7000). Value for money...Camera quality is good...Very sleeke and full HD phone.Best quality and very good battery,1
978,"Good product no issues so far, worth the price",1
979,Affordable mobile in this price range. Having very nice performance and camera as well.Battery backup is also very impressive.,1
980,Very nice mobile1. Big display really helps to entertain2.battry backup is superb3.nice performance4.no hanging issue5.only the average is camera,0
981,This phone was not supported finger lock,0
982,I bought this redmi9A  mobile in the month of 30th December 2020 but yesterday suddenly mobile was switched off and I charged it but it has not work.still the mobile is off.I need to return this mobile,0
983,"Bettery back is super, but finger print is not in there,High cost,Features or not good,Only for use normal,Not hevay use,Not play Freefire Game,",0
984,Very handy and user friendly smartphone for base use,0
985,"Fingerprint is good, battery life is good.",1
986,Products is not good.. If there is option to out zero ratings.. I would love to choose that one.. Finger print is not... Camera quality is just sucks.. Hang many time while opening lock,0
987,"Good product, worth 6800 but battery lasts only 1 day, though I keep using it all day",1
988,Nice Phone in this price. Big display and 5000 mah battery backup also good.,1
989,Does well for normal use. Can't expect much than for the value paid. Built quality is good. UI is good. Battery capacity super. Can't expect Camera quality.,1
990,It's defeative product . Software issue and network issue .I want to return the productI don't want to rateAmazon is given the product defitive and employees speaking  to rudely. Behaviour is so bad,-1
991,"Very bad mobile. All time slow. Very hopeless, useless. Loot  रहे रेडमी वाले। बंद करो 9A। Call  भी लगा ओ तो पुरा स्लो . वापस जाओ च्या ना. लोगो को लुटना बंद करो",-1
992,"No fingerprint reader, battery draining fast as social media app installed. Camera quality is equal to 5MP camera.Service of MI and Amazon were worst in exchange product. Never Buy Redmi Phones in Amazon.",0
993,"Good, bahut achcha product pura Sahi Laga hai",1
994,I'm very upset buying this!,0
995,Start Hanging in 4-5 months of purchase,0
996,"I bough it for my parents, it is very slow, not able to catch signals. Not worth price",-1
997,Worth purchase at this price ! 10/10,1
998,"Don't buy this  mobile guys... After buying of three months only it's not working properly... It's not switching on at all.... No warenty also,  totally waste of money 😓😢",0
999,For the price it's a good product,1
1000,"Nice mobile for primary use and online classes big screen wow nice go for it...If u r using only watts app , youtube,and some primary uses this mobile is osm",1
1001,"spr is prodact, Good camera quality, good battery capacity, finger print spr, -bought for my future bride, was 29/11/20 engage ment, amazone coriyr arrived home that morning.so very happy, and thanks amazone .....",1
1002,"The product is good under the price range. Recommended product under low budget. The batty life is very good, sound could have been louder.",1
1003,It worked fine for 11 days . And on 12th day it start showing charging connected continuously. And battery getting discharge.I believe it should replaced in warranty.Please advise what to do..,1
1004,Good product in low price.,1
1005,Good phone for a budget purchase,1
1006,Price value ko dekhate hue prduct theek hai bus processor thoda week hai,0
1007,Bought this mobile and used for few days. No issues no complaints and its worth for the price. Always Amazon is Awesome..,1
1008,"The media could not be loaded.
                



 A phone without noise cancellation. Horrible experience during call/ video call. Please avoid. Unpleasant experience with the phone basic feature of calling, no one prefer noise with call.",-1
1009,"I purcase this phone with out any more expections but this is more inferior model ,,it is very much slow .If you want to call soem else in an emegeney not possible and want to wait for some minitues.....Never but this Phone Utter waste of Moey!!!",0
1010,Ordered yesterday and received it today ...need to start using it to know further about the functions and features ..like camera or battery life ...satisfied with the size and look,0
1011,Product is good. But no back cover is provided inside the box. This is sad.,0
1012,Good product for an average user...battery life is superb,1
1013,"Camera is good,voice-video quality is better,but major problem is reboot, while off on the phone ,phone stuck on miui starting option on everytime, reset is the only option .that's d major issue, so not recommended",0
1014,There were no back cover included rest all is good according to the price. Camera is good. It has unnecessary pre installed apps which you can uninstall,0
1015,Very nice phone and you will be fully happy once you start using it.,1
1016,It is worth the price.. The battery life is excellent and the camera quality is okayyish.. I had purchased redmi 6A at almost same price but the display screen of redmi 9A is too large and has better features.,1
1017,"Good mobile easy to use big screen ,good price camera is good",1
1018,redme 9a 3gb ram 32gb rom.display are lighting low.camera focus not adjust with capture.operating systeam are good.,1
1019,As per price sugment Mobile is not perform some criteria.It was leg when 1 to 2 app open at that time in redmi 9A 2Gb veriant. I am disappointed from this phone.,-1
1020,"Hang alot... Not for games at all... Good for elderly people.... Who just want a smartphone for whatsapp, youtube and video call.",1
1021,budget range phone. smooth handling. suitable for all important functions that u need a smartphone for. Thumbs up,1
1022,After using 1 month my experience is good have really good battery and overall performance is good but you get little disappointed with camera so if camera quality concern you dont buy otherwise phone worth its price,0
1023,"I am not satisfied with quality of 9A, very pathetic. I think it's cheaper but ghatiya also...sit...",-1
1024,Very Bad phone😭😭😭... Hang Too much.... I suggest You If Your Budget Is 7000. You Must Be go for Realme Phones..... This Handset Is Really Disappointed... Shame 🙄😣 Xiaomi 😠😠,-1
1025,"The media could not be loaded.
                



 Average product for normal use.",0
1026,"Awesome phone i buy in this range, it's battery life is also good, good Phone at this range",1
1027,13MP camera is not upto the mark. Its just okay at this price. Front camera is decent. Other features are good. Battery back up is USP of this handset. Some apps are not provided in the phone from Mi,0
1028,"For the last 6 months no any problem observed, performing well and nice product within 7k range...Again Ordered One more same piece,it's also working fine till now.",1
1029,"The phone has good feel to it .Value for money , fingerprint sensor works well, battery lasts long enough for the price , camera quality for this range is good.",1
1030,All functionality are correct in this price segment,0
1031,Battery power is good.. Overall good at this price.But if you have slightly higher budget 1-2k more.. Than go for other..Camera is not upto the mark.. Charging taking a lot of time..,1
1032,"I'm still learning to navigate through Redmi interface (first timer). But overall robust phone, battery life is good. The only drawback for me as of now is the weight.",0
1033,There are no facilities in dual app system....every redmi phn has dual app facilities but redmi 9a no dual app facilities....,0
1034,"As I am giving reveiw on the very first day ,but phone seems quite slow in performance, when we move camera it  lags, overall it is good phone for a aged person who doesn't  uses big application.",0
1035,Pathetic camera and speed,-1
1036,"very mobile option in this price range. I purchased this for my father who has very limited usage.Sound is a bit low, which could be a Con.",0
1037,"Phone's ovrall performance is good , battery backup is awesome . All Features also good in this price range . Finally got the phone with a good price range . In My Point Of View , This is A Budget-Friendly Phone.",1
1038,All features are awesome in this price,1
1039,"Camera is Good in day light,Battery charging speed is way better,It comes with a plastic body with a shiny back.My overall experience was good !",1
1040,I RECEIVED THE PRODUCT AS IT WAS COMPLETELY DAMAGED I HAVE RETURNED THE PRODUCT AND IT HAS BEEN 3MONTHS NO REFUND HAS BEEN GIVEN AND NO REPLACEMENT HAVE ISSUED TO ME.,0
1041,So Sorry Please Not good iwell Please Repalaes me Not work Network so same thing Prabulam,-1
1042,Nice lookNice displayNice battery lifeNice performance considering 2 GB RAMIt is one of the best product in this price range. I will give 10 out of 10 for this product.,1
1043,"It lacks features, the rest is right according to a user",1
1044,Awesome phone in this budget! Go for it. Didn't face any issue till now!,1
1045,"Only one month i used, the mobile was not working",0
1046,At this price range phone is good.For entry level of smartphone it is goodCamera quality is okSome how sound quality is need to improve little bitInstead of USB 2.0 Type C would be better,0
1047,Priduct is as per range not so good but yes as per price this is good and this is use for older in home and battry life and camara is good,1
1048,"Everything in this mobile is fine but sound quality is very poor,redmi have to improve this thing , and also add fingerprint sensor.",1
1049,Mobile under reasonable price. 👍👍,0
1050,It's a best mobile in a lower price with acceptable features.. Camera is not so good. Redmi has all type of mobile in lower to higher price,1
1051,I dislike the product seller. because product manufacturers detail was wrong mentioned in product description. And on box manufacturer detail is China,-1
1052,Touch screen not powering,0
1053,I purchased Redmi 9A .. and it's worth for money I purchased it for my Mother in law she is very happy... And video calling and other features are very good...m happy with this product with low budget,1
1054,"Writing this review after use of 1 week.Bought this phone for my dad and i am fully satisfied with this phone.Battery backup is awesome 👍🏻Recommended this phone. Go with this if you want a budgeted phone under 8k.Mine variant is 3, 32.",1
1055,"Very good Phone with at affordable price. Good display, 🔋 backup. Just go for it. Thanks Amazon",1
1056,This is the Worst Quality Phone i have seen in my life....Lots of hang is going on even display is going off several times..... So Kindly Requesting all of you Don't Buy this waste mobile phone...,0
1057,"Good phone for normal use.Best Battery BackupGood quality of cameraBought for mother, 3+32 configuration is good.",1
1058,Features are according to the price..,0
1059,Nice mobile for lite users like elders.,1
1060,Good quality by camera and battery life,1
1061,Nice working received in good condition proper Packing....thanks again Amazon,1
1062,Happy with this product,1
1063,"Very nice phone with this price, camera quality is nice",1
1064,Good products in cheap price...We're found camera is not best but it's good...Also everything is satisfaction conditions...,0
1065,Screen is very weak. It broke after falling from short distance although there was phne cover,0
1066,The best phone in this price range.,1
1067,"The phone is not as it is boasted, maybe all things are there, but not upto the mark, also it's very delicate, if compared 8A dual is.much better.",0
1068,"the device is overall too good, the camera has several good feautres which makes the phone's camera overall pretty good and perfomance wise it is best!! hence satisfied from purchasing amazon.",1
1069,Camera quality very badI haven't faced such type of camera of any phoneI always condemn redmi phone qualityXiomi have looked down its image infront of featured phone,0
1070,Value for money product valuable budget phone,0
1071,Good good good good good good good good good good good good good good good,1
1072,"Normal use daily life Okk, but some high applications install this mobile lags,",0
1073,This mobile only best for calling little bit gaming like buble shooting.Not for browsing or medium heavy usingDuring scrolling heavy lag like screen refresh rate like 30hz,0
1074,Good mobile in this price range. Good battery back up. 5000maH is a good for a mobile. Fully satisfied with this purchase.,1
1075,Camera question is bedBattery problem 20% se direct 5%Bhaiyo koi porches mat krna,0
1076,"Worest mobile , main problem hanging,China product example this mobile.I neaver purchage China mobile.This mobile (China) purchase my big mistake.",0
1077,Not like that much not good camera very bad fingerprint not installed battery life ok ..charge takeing time not worthy money,0
1078,"Very bad touch and performance, it hangs everytime while unlocking it though it is cheap but very bad in quality.Never prefer anyone to buy.",-1
1079,Don't trust on this product hanging issues,0
1080,best in this price range...pros-battery is goodcam is okoverall device works well with G-25cons-no usb type cno fingerprint scanner,1
1081,Dummy phone. I don't recommend to buy.It is very slow. Camera quality very bad.No fingerprint,0
1082,Finger print reader is not available. Face lock works well. Camera quality is good and battery life is excellent. Software version and required apps supports well.,1
1083,"1.functions  bit up slow in operating2. Camera quality also bad as compared to given MP3. Sound quality is too worse than even on high volume you can't listening, too bad",-1
1084,I like this phoneGood battery life 5000mahAverage camera qualityGood in hand feelingThis phone Suitable for parentsOverall value for moneyMy rate 4/5,1
1085,Average quality product but price is good,1
1086,Low budget phone ...,0
1087,Very low grade camera,0
1088,Continue use 6 month normal hanning problem otherwise good mobile phone,1
1089,Redmi 9 A mobile is very nice for use and it is very good for battery.,1
1090,Numbers are jumping immediately after finishing call and getting connected to others without our efforts creating inconvenience.,0
1091,Great cell phone in small budget.,1
1092,"That's really a nice phone. Value for money....After using for a week, I hereby rate it 5 stars...Features are awesome, along with screen display with nice battery life...",1
1093,Very nice looking good,1
1094,"The media could not be loaded.
                



 Waoooooo9oooooooooooo",0
1095,"Worst experience with this...charger damaged, visited all MI center of Gurgaon , no response. Phone have multiple issues ..Farud and damaged product got from Amazon...Amazone have not build any service warranty of this.. Worst Amazon and Mi also.",-1
1096,"Hanging frequently, touch is not working properly....don't buy this RED MI 9A mobile...this is my second disappointment. I bought for my kid online classes.",0
1097,"Phone is good,but sometimes it lacks in performance. The RAM is 3gb and i am not running any heavy applications. Still, sometimes it responds slow. But a good budget phone In India.",0
1098,"Display looks like red in colour , it has low blue light , good battery , 10 watt fast charger , camera is worst for video recording but perfect for selfie and best for  click photo from rear camera , big display , perfect for online study and students",1
1099,Running smoothly,1
1100,Good one. Received much earlier than expected.,0
1101,worst phone... totally wastage of money ..my phone is still in warranty and guarantee but MI people denied and customer behavior of executive pathetic...…humble request guys don't but this money.,-1
1102,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.


 Display complaint",0
1103,Main option miss split screenHow to use same time dual apps.I tried more ways split not work..Very disappointed...wifi also no connectDon't buy this worst...,0
1104,I purchased this for my daughter online class decent phone I got it in a lightning deal,0
1105,"The touch is worst complained to customer services who said they will arrange the technical visit no one visited yet , buying this product is a total waste of money and it has no finger print reader. Worst customer services.",-1
1106,Very good product,1
1107,There is no fingerprint accessing.And battery 🔋 was good and camera is also nice to clear the picture and I mostly love with the display of phone and clarity of the phone when we saw a movie.,1
1108,"Failure as a phone , not expected it to hang over",0
1109,The one thing I liked most in MI phones is its battery life... There are many other reasons too including budget,1
1110,Very bad product.,-1
1111,"Very good product, real value for money.",1
1112,"After only single day using , the phone screen is continuously flickering...now don't know if would be replaced or not.",0
1113,"In this a lot of problems like- hanging, fracture are not work properly, call sound quality very bad and network catching power bad.I am not happy with this product. In short word total waste of money.",0
1114,Exciting features at reasonable prices,0
1115,Another brands giving same rate with finger print scanner but it ia not given and price also extra,0
1116,Good for low budget phone,1
1117,Fingerprint sensor not thereGood battery backupAwesome phone for a normal userGood one for Online classes,0
1118,All good... Working fine... I am giving review after many days of use... 👍 Go for it,1
1119,"Too much slow and even you can't use two apps at a time,dont believe RAM configuration",-1
1120,"Battery is good enough, camera not to expect for this prize, brightness even if we reduced full brightness, Basic or normal we can use",0
1121,Bad for high useGood for Less usage like Call and whatsapp only because if you install more app it will hang drastically,0
1122,I wish I could return it. Charging is too slow.  I have used MI phones for many years so I know there battery is really good but I think I got a defective piece,1
1123,Good camera quality and enough storage.Everything is good...😌😌😌❤️❤️❤️,1
1124,Its a worst phone.. This phone hangs a lot. I have seen many reviews after buying that many are facing this issue. 8A and 7A was much better.,0
1125,Low badjet mobile so happy,1
1126,Product is worth for itz price.. itz the best Android phn for 6-7k... battery life is good,1
1127,It has no fingerprint reader😓 its has face lock👍. Battery life is very awesome 😍the battery life takes 2days and camera quality is good  but not that much clarity😕. But I really buy a awesome mobile🤩.Thankyou Amazon.💝,1
1128,Good for normal use and battery backup. Secondary mobile,0
1129,"As always has been with MI, one of the best product. An awesome experience. Even after being her 1st smartphone, my mom can navigate easily through it.",1
1130,"I bought this phone for my friend and he is happy with this,,, but the problem is facing when he goes on tour with his girlfriend and taking selfie,  the camera quality is poor",0
1131,"two weeks after buying,a single red /purple vertical line appears  permanently on the screen..The return window closes a week after receiving the shipment",0
1132,Can try nice but not like xiami set,1
1133,In 7k best and better mobile phone.. but most disappointing is made in Chaina. Now for the purpose of online classes have to bought.,1
1134,"Nice ""fingerprint reader"", ""battery life"" and ""camera quality"". 100% trusted brand MI",1
1135,This one of the best piece I ever had for my best friend.... Battery has very long life👍👍Fingerprint is not available but col features ✌️Camera quality is also amzing auto focused and captured very crystal clear 👌👌,1
1136,Not sure if other also face the issue with Internet connection.,0
1137,"sahi hai , ekdam bakwas phone hai type-c nahi , camera bekar Fingerprint reader nahisassta hai or sirf time pass hai , jb tk 5G ke price nahi girta",0
1138,Don’t waste your money. Cannot use a single application without hanging up. Response is pathetic.,-1
1139,"It was good initially. But the problem starts now. When doing video call, a shrill noise is coming, then the conversation becomes impossible. For the call also, it becomes cut off sometimes",0
1140,"Camera is not great but for this price, descent one",-1
1141,"Phone is ok,it lags while multi-tasking tasks,Actually at this price range, it's ok",1
1142,Reasonably good,1
1143,Good one 👌👌👌,1
1144,Very vorrest itemVery bad mobile iam buy this mobile by mistake please any one dont buy this mobileCamera is very so much poor qualityPlease don't buy this mobile 🙏🙏🙏,-1
1145,"Best in display large,performance best latest prosessor, but not type C  and fast charging 18w as compare redmi 8a",1
1146,"Good Mobil phone any time buying, no complaints",1
1147,"This battery long life, camara quality is like a low budget phone",0
1148,Good mobile at this price range ... Happy ☺️Big display Big Battery,1
1149,"Everything  is smooth....from home delivery to phone performance....EDIT :after 10 months, it lags a lot.Don't go for bloated MI Devices.",0
1150,Mid range budget kingBut not upto the markThere are so many phones are present in the market at the same price even more features,0
1151,"Dont even think of buying this mobile , you will stuck with bad screen response and hanging issues .lower RAM models are just worthless . you won't be able to unlock your phone without hang ,",-1
1152,After 1 month of use mobile is Restarting Automatically. No response from redmi customer service email.,0
1153,Good phone for old age family members.,1
1154,"Great mobile phone with this 7,499 price range...Battery backup is Nice..Big Screen size..",1
1155,Cost effective phoneGood battery lifeCamera quality also promising,1
1156,"Not as I expected . poor performance , bad camera . It is better to go other brand .",0
1157,Has old type charge pin. Cannot set brightness.  every time goes to dark mode. Ringing very low despite keeping at max. Each time on/off volume change. Main issue charger pin,0
1158,Good item. I am recommending it to buy.,1
1159,Bad experience,-1
1160,Camera not good.,-1
1161,Speaker Not working,0
1162,Camera quality is no good,-1
1163,"The media could not be loaded.
                



 Like but the aduio got problem sound is very low.",0
1164,Battery problem ... Without connect to a charger it shows charginging and disconnection so many times in whole a dayBad piece.,1
1165,Personal useCamara must improve,0
1166,Quality wise too good,1
1167,"Camera quality is dull, battery life is also dull",-1
1169,Disappointed to be honest not a good customer satisfaction phone is hanging on the regular basis with 7 days which is not quite good,0
1170,I am adding the comments after using it for 5 months. Touch is not working properly and having problem with speakers also,0
1171,The phone is just a month old and it's getting power off by itself,0
1172,Good,1
1173,Good & nice,1
1174,Not goodU will always suffers with screen refresh rate .Phone hang during multitaskingBetter to invest little more,0
1175,Value for money,0
1176,Nice phone at under 7k,1
1177,Great phn,1
1178,Best phone with small budget 7499,1
1179,Is good,1
1180,Nice,1
1181,Decent phone. No problems yet,0
1182,Standard camera quality,0
1183,Good and Nice Phone...  Thanks Amazon......its fast and superb Delivery....... Real commitment to the custumers...,1
1184,Best mobile as per rate,1
1185,Looking wise phone is good but it is hanging now so just think before you buy it,1
1186,Very excellent  phone with good features with low price,1
1187,"Dear Team,Issue in this micro phone one speaker work if use hands free or Bluetooth device.",1
1188,The handset is good and worth to buy this but camera quality should be more better.,1
1189,Awesome mobile in low budget worth to buy it over all good experience .,1
1191,Good 👍,1
1192,Best,1
1194,There is no fingerprintBattery life is enough goodCamera quality is poorRather it is heavyThere is alot of lag,0
1196,Battery is so bad.,-1
1197,"Hanging problem, I am using it two years.But value for money.",0
1199,Smartphone is good. Reasonable price also,1
1200,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.",0
1201,Superb budget phone with a fantastic cameraI personally bought this phone for my grandfather and he is so happy using this phoneThank you Amazon 👍👍,1
1202,Nice mobile at this price category from Xiaomi,1
1203,Battery backup is very goodAnd Nice look,1
1204,Actually this wonderful mobile in low price.I suggested all purchase this mobile it's low price and best Quality Mobile.,1
1205,MI the name is enough,0
1207,Nice budget phone,1
1208,Nice but camera quality medium,1
1209,can't uninstall unnecessary appsaverage camera quality,-1
1210,"Best for daily life use but downgrade is there is not available any compass,this phone is not support any compass and gyroscope.",1
1211,China products,0
1212,Good phone for normal usage. It doesn’t have higher refresh rate even with lcd panel.,1
1213,Very Nice mobile.All is wellIt's good for low price.It's beginners phone.,1
1214,"Very nice mobile phone with sound quality, battery power & excellent features. Recommended to buy those who are looking for low budget.",1
1215,Because the device is more convenient than any other devices with the same ranges. Its looks nice and better features with compared to other devices as well.,0
1216,Average quality,0
1217,"This product is good for basic use , battery Life is good ,camera is ok ok , screen size is too big for handy.",1
1218,Worthy,1
1219,Phone lags a bit but ok,1
1220,Ok,1
1221,"You can use this as your daily driver.. decent performance for browsing, music and basic gaming...not for the hardcore gamers....",0
1224,good option in entry level segment. You won't find other good alternative at this price for sure.,1
1225,It's very best product it's battery performance is good . It's a reasonable product but it's not gaming phone it's casual using phone,1
1226,Totally vaste of money. Slow and dumb phone.,0
1227,very good..,1
1228,"Very slow and some common features are not avilable. All apps are does not working appropriately, feel like 3 years old phone,",0
1229,"It s Good product,Batery BackupAmazing .Fast delivery Ever nd ever at all time .I like this phone Looking also Good.",1
1230,"The phone is really nice to it's price range , the camera proves to it's price range but I was disappointed due to it's heavy OS cause g25 turns to be underpowered for such a big rom .",0
1231,"Very Good Quality Smartphone for a low Price, overall good Performance. Very Happy with this. Thanks Xiaomi & Amazon",1
1232,"The media could not be loaded.
                



 Cheap and best",1
1233,Good productBut there is not fingerprintreaderCamera also not goodI prefer this phone for calling and using social media  and WhatsApp,1
1234,WOW PRODUCT,0
1235,GREAT PHONE,1
1236,"No fingerprint reader , Battery life is not a very good but it is good , camera this price it more better then . ....",1
1237,"Waste of money,",0
1238,"This the good product for me , specially battery backup and moreMinimum live , good qualityTHANKS",1
1239,It is a good product for its price range. The received product was well packed with no damage or defaults.,1
1240,Asusual Redmi dominates.,0
1241,Very good product. Packing is a very nice. Price range is normal. I use this product and product was vey nice. Value for money,1
1242,Phone is good. Have been using it since a year. Battery and overall performance is superb.,1
1243,I want to return this product and the amount may be deposited in my vallet for purchasing new phone,0
1244,good,1
1245,Looks stylish but a minimalist smartphone....not too much of room w.r.t internal memory...works effortlessly without any hiccups.,0
1247,"This product is good according to its cost. But we miss some essential features like fingerprints unlock, duel apps in this phone.",1
1248,"Camera quality poor, when whatsapp camera not properly working",0
1249,It's not even an year that I bought this phons & it collapsed.,0
1250,Best quality backcover buy it,1
1251,"Nice battery life, good display,",1
1252,Camera quality must be improved....but it is also correct that product at this price is delivered best,1
1253,Good product.,1
1254,"Remi 9A 3gb variant is really worth for ₹7,500/-. Overall performance, display size and camera are good.",1
1255,Superb mobile..,1
1256,Great,1
1257,If you want to buy a cheap mobile and you are short of money then this can be a good mobile for you.,1
1258,"This mobile is very useful for my son's online class. Nice product, with reasonable price.",1
1259,"Battery Backup is not good, only 3 hrs upto battery working, also hanging alot",0
1260,Good quality and good working condition and battery backup nice. Thanks Mi. Camera average.,1
1261,A very good phone.No lagging and other issue for daily uses.Go for itnice Battery,1
1262,Very nice pice,1
1263,recieve it . nice product at 6500 .but as discription 32 gb storage 11 gb already full by other aplications and 21 gb storage available🤷‍♀️otherwise good .,1
1264,Fingerprint? There is no fingerprint sensor. So no question in giving a review on fingerprint sensor.,0
1265,Quality is like Rs. 5000 mobile. Or else might be old mobile part they used in it.,0
1266,Best in low price,1
1267,for this phone sensor is not working proper,0
1268,Product is ok but packing was torn,1
1269,Camera quality is not that good,1
1270,No call pick maximum time screen is blacked. Hanging problem. after 5 month used low battry performance only 2 hour back up.,0
1271,Performance cannot be said to be satisfactory. Camera quality expected more. No issues with calling and networking.,0
1272,After one month the phone doesn't support for the charger. No other chargers can charge this phone. Very bad. Waste of money,-1
1273,Pathetic PhoneHangs a lotVoice start breaking when speaking to someonemi is pathetic brandDon't buy.,-1
1274,This phone apps are opening slow.Just installed less than 10 apps and it’s behaving very odd.Its not recommended..,0
1275,Cemera quality is not good,-1
1276,It is working as expected. Nothing negative to say.,0
1277,Camera is fine. But the device started hanging n lagging the very first day,1
1279,Mobile is good at reasonble price. Received the product at good condition.,1
1280,"Good phone ,good battery life and excellent phone and very good fingerprint reader working",1
1281,Battery life-good,0
1282,Best budget phone,1
1283,"Nice phone for basic usage. I buyed it for my dad and it is really good , don't expect too much from the phone.It is a nice budget phone , just go for it.",1
1284,Good Phone,1
1285,Perfect gift for my mom. She loves it.,1
1286,Sound not clearly if any one call me ringtone is coming.but red and green button not shown on the phone.then how to attened,0
1287,Battery is good and i can play freefire in ultra graphics with no lag and pubg in hd graphics but camera is not good enough,0
1289,"brand new device is lagging so much. UI is pathetic,  as if made to look ugly on purpose",-1
1290,I gifted this phone to my father. Review after 40 days good phone in this price. Good battery backup. Camera quality is average & little bit slow.,0
1291,For this price it's good... good camera battery backup etc...,1
1292,Please dont buy this phone waste of money got fedup buying with amazon.Bad experience.Best to give a one day warranty instead of one year.,0
1293,A lot many useful app already  available fully downloaded.,1
1294,"The media could not be loaded.
                



 Cost ke anusar bahat achha mobileAgar fingerprint hota to or achha lagta",0
1295,Baterry life n big display camera quality nice product over all nice mobile touch screen also fine value for money,1
